Rank,Title,Year,Rating,Duration,Genre,IMDb URL,Image URL
105,Up,2009,8.3,1h 36m,Animation,https://www.imdb.com/title/tt1049413/,https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_.jpg
106,North by Northwest,1959,8.3,2h 16m,Thriller,https://www.imdb.com/title/tt0053125/,https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_.jpg
107,M,1931,8.3,1h 39m,Crime,https://www.imdb.com/title/tt0022100/,https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_.jpg
108,Full Metal Jacket,1987,8.2,1h 56m,War,https://www.imdb.com/title/tt0093058/,https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_.jpg
109,Citizen Kane,1941,8.2,1h 59m,Drama,https://www.imdb.com/title/tt0033467/,https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_.jpg
110,Vertigo,1958,8.2,2h 8m,Thriller,https://www.imdb.com/title/tt0052357/,https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_.jpg
111,Amélie,2001,8.3,2h 2m,Comedy,https://www.imdb.com/title/tt0211915/,https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_.jpg
112,Like Stars on Earth,2007,8.3,2h 42m,Drama,https://www.imdb.com/title/tt0986264/,https://m.media-amazon.com/images/M/MV5BNjVmMTlkNGYtYTM2OC00Yjc2LWIyYmQtMDY4ZmU1MWRlMjA3XkEyXkFqcGc@._V1_.jpg
113,A Separation,2011,8.3,2h 3m,Drama,https://www.imdb.com/title/tt1832382/,https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_.jpg
114,To Kill a Mockingbird,1962,8.3,2h 9m,Drama,https://www.imdb.com/title/tt0056592/,https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_.jpg
115,Die Hard,1988,8.2,2h 12m,Action,https://www.imdb.com/title/tt0095016/,https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_.jpg
116,Indiana Jones and the Last Crusade,1989,8.2,2h 7m,Adventure,https://www.imdb.com/title/tt0097576/,https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_.jpg
117,The Sting,1973,8.2,2h 9m,Crime,https://www.imdb.com/title/tt0070735/,https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_.jpg
118,A Clockwork Orange,1971,8.2,2h 16m,Sci-Fi,https://www.imdb.com/title/tt0066921/,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_.jpg
119,Metropolis,1927,8.3,2h 33m,Sci-Fi,https://www.imdb.com/title/tt0017136/,https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_.jpg
120,Snatch,2000,8.2,1h 42m,Crime,https://www.imdb.com/title/tt0208092/,https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_.jpg
121,1917,2019,8.2,1h 59m,War,https://www.imdb.com/title/tt8579674/,https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_.jpg
122,Oppenheimer,2023,8.3,3h 0m,Biography,https://www.imdb.com/title/tt15398776/,https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_.jpg
123,L.A. Confidential,1997,8.2,2h 18m,Crime,https://www.imdb.com/title/tt0119488/,https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_.jpg
124,Downfall,2004,8.2,2h 36m,Biography,https://www.imdb.com/title/tt0363163/,https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_.jpg
125,Bicycle Thieves,1948,8.2,1h 29m,Drama,https://www.imdb.com/title/tt0040522/,https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_.jpg
126,Dangal,2016,8.3,2h 41m,Biography,https://www.imdb.com/title/tt5074352/,https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg
127,The Wolf of Wall Street,2013,8.2,3h 0m,Biography,https://www.imdb.com/title/tt0993846/,https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg
128,One Battle After Another,2025,8.3,2h 41m,Action,https://www.imdb.com/title/tt30144839/,https://m.media-amazon.com/images/M/MV5BMzBkZmQ0NjMtNTZlMy00ZjdlLTg5ODUtYWFlNGM0YzE3MTg0XkEyXkFqcGc@._V1_.jpg
129,Green Book,2018,8.2,2h 10m,Biography,https://www.imdb.com/title/tt6966692/,https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_.jpg
130,The Truman Show,1998,8.2,1h 43m,Comedy,https://www.imdb.com/title/tt0120382/,https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@._V1_.jpg
131,Hamilton,2020,8.3,2h 40m,Musical,https://www.imdb.com/title/tt8503618/,https://m.media-amazon.com/images/M/MV5BYTc3MWIyMzAtMTZmNC00YmNjLWIyZTgtMmU4NjZkYzZkOThkXkEyXkFqcGc@._V1_.jpg
132,Batman Begins,2005,8.2,2h 20m,Action,https://www.imdb.com/title/tt0372784/,https://m.media-amazon.com/images/M/MV5BODIyMDdhNTgtNDlmOC00MjUxLWE2NDItODA5MTdkNzY3ZTdhXkEyXkFqcGc@._V1_.jpg
133,Taxi Driver,1976,8.2,1h 54m,Crime,https://www.imdb.com/title/tt0075314/,https://m.media-amazon.com/images/M/MV5BZDNhMGYwM2UtMTdlZS00MGQ1LWI2YzAtODY5YWI1MjYyNzRmXkEyXkFqcGc@._V1_.jpg
134,For a Few Dollars More,1965,8.2,2h 12m,Western,https://www.imdb.com/title/tt0059578/,https://m.media-amazon.com/images/M/MV5BNTRmOTcyYmYtMTIwNi00ZGYyLTk4YjYtZGJlZTgwZGY0NGQyXkEyXkFqcGc@._V1_.jpg
135,Judgment at Nuremberg,1961,8.3,2h 59m,Drama,https://www.imdb.com/title/tt0055031/,https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_.jpg
136,Shutter Island,2010,8.2,2h 18m,Thriller,https://www.imdb.com/title/tt1130884/,https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_.jpg
137,Some Like It Hot,1959,8.2,2h 1m,Comedy,https://www.imdb.com/title/tt0053291/,https://m.media-amazon.com/images/M/MV5BZTllZDYyNjEtY2RmMS00NmJhLWI4ODAtMTQ0NWFiZTJhZjA0XkEyXkFqcGc@._V1_.jpg
138,Jurassic Park,1993,8.2,2h 7m,Adventure,https://www.imdb.com/title/tt0107290/,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg
139,The Kid,1921,8.2,1h 8m,Comedy,https://www.imdb.com/title/tt0012349/,https://m.media-amazon.com/images/M/MV5BNjkxMzY1NTQtN2YwOS00NmIwLTlkNTMtMjNkMzk1ZTk3ZDU2XkEyXkFqcGc@._V1_.jpg
140,There Will Be Blood,2007,8.2,2h 38m,Drama,https://www.imdb.com/title/tt0469494/,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_.jpg
141,The Chaos Class Failed the Class,1975,8.6,1h 35m,Comedy,https://www.imdb.com/title/tt0252488/,https://m.media-amazon.com/images/M/MV5BZmY3MjVhMmQtOTcwYy00ZjcyLWFiZDgtN2JiODVjNjQzYWQyXkEyXkFqcGc@._V1_.jpg
142,The Father,2020,8.2,1h 37m,Drama,https://www.imdb.com/title/tt10272386/,https://m.media-amazon.com/images/M/MV5BYzUxMDAyMDAtNzIyZi00OGQ1LTllMjEtYzRjOThkZTUxNTliXkEyXkFqcGc@._V1_.jpg
143,All About Eve,1950,8.2,2h 18m,Drama,https://www.imdb.com/title/tt0042192/,https://m.media-amazon.com/images/M/MV5BOTM4ZjUzOGUtYzdlZi00ZmM5LTk5NTEtMjQxNDVmOTc5NWNlXkEyXkFqcGc@._V1_.jpg
144,The Sixth Sense,1999,8.2,1h 47m,Thriller,https://www.imdb.com/title/tt0167404/,https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_.jpg
145,Ran,1985,8.2,2h 40m,Action,https://www.imdb.com/title/tt0089881/,https://m.media-amazon.com/images/M/MV5BZDk2NDY5YjktMjEyMC00OTJhLTkzM2EtY2Q4Y2RjYzc2Yjk4XkEyXkFqcGc@._V1_.jpg
146,Casino,1995,8.2,2h 58m,Crime,https://www.imdb.com/title/tt0112641/,https://m.media-amazon.com/images/M/MV5BMDRlZWZjZjYtYzY2NS00ZWVjLTkwYzAtZTA2ZDAzMGRiYmYwXkEyXkFqcGc@._V1_.jpg
147,No Country for Old Men,2007,8.2,2h 2m,Crime,https://www.imdb.com/title/tt0477348/,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg
148,The Thing,1982,8.2,1h 49m,Horror,https://www.imdb.com/title/tt0084787/,https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_.jpg
149,Top Gun: Maverick,2022,8.2,2h 10m,Action,https://www.imdb.com/title/tt1745960/,https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_.jpg
150,Unforgiven,1992,8.2,2h 10m,Western,https://www.imdb.com/title/tt0105695/,https://m.media-amazon.com/images/M/MV5BNmZmMzM3YWMtZjg5Yi00M2MxLTg3ZGItNGU4YjQxNDAxM2Q4XkEyXkFqcGc@._V1_.jpg
151,Pan's Labyrinth,2006,8.2,1h 58m,Fantasy,https://www.imdb.com/title/tt0457430/,https://m.media-amazon.com/images/M/MV5BOTc1NTAxMWItMWFlNy00MmU2LTkwMTMtNzMwOTg5OTQ5YTFiXkEyXkFqcGc@._V1_.jpg
152,Kill Bill: Vol. 1,2003,8.2,1h 51m,Action,https://www.imdb.com/title/tt0266697/,https://m.media-amazon.com/images/M/MV5BZmMyYzJlZmYtY2I3NC00NjAyLTkyZWItZjdjZDI1YTYyYTEwXkEyXkFqcGc@._V1_.jpg
153,Prisoners,2013,8.2,2h 33m,Thriller,https://www.imdb.com/title/tt1392214/,https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_.jpg
154,A Beautiful Mind,2001,8.2,2h 15m,Biography,https://www.imdb.com/title/tt0268978/,https://m.media-amazon.com/images/M/MV5BNzljZTk5ZDgtZTQ1Zi00NTM4LThlOGUtZDk2MGM4NDQ4NWQyXkEyXkFqcGc@._V1_.jpg
155,The Treasure of the Sierra Madre,1948,8.2,2h 6m,Adventure,https://www.imdb.com/title/tt0040897/,https://m.media-amazon.com/images/M/MV5BOWM1YjFmODEtMWNhMC00YmI1LWI0Y2EtYzg0YTBhZWI4ODE3XkEyXkFqcGc@._V1_.jpg
156,Howl's Moving Castle,2004,8.2,1h 59m,Animation,https://www.imdb.com/title/tt0347149/,https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg
157,Finding Nemo,2003,8.2,1h 40m,Animation,https://www.imdb.com/title/tt0266543/,https://m.media-amazon.com/images/M/MV5BMTc5NjExNTA5OV5BMl5BanBnXkFtZTYwMTQ0ODY2._V1_.jpg
158,Yojimbo,1961,8.2,1h 50m,Action,https://www.imdb.com/title/tt0055630/,https://m.media-amazon.com/images/M/MV5BYzFkODA1N2QtY2UyMC00NTMwLWEyNzctMmE3YjIzNzE1MzY4XkEyXkFqcGc@._V1_.jpg
159,The Great Escape,1963,8.2,2h 52m,War,https://www.imdb.com/title/tt0057115/,https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_.jpg
160,The Best of Youth,2003,8.4,6h 14m,Drama,https://www.imdb.com/title/tt0346336/,https://m.media-amazon.com/images/M/MV5BYzcxMTE2YjUtMzIyMy00NDNjLWE3ZWYtODQzYmNhNDVhNDZmXkEyXkFqcGc@._V1_.jpg
161,Monty Python and the Holy Grail,1975,8.2,1h 31m,Comedy,https://www.imdb.com/title/tt0071853/,https://m.media-amazon.com/images/M/MV5BYWY4YmUzZmUtMzQ0ZS00N2Y2LWJlODQtN2IwMDc1MWQwMmU3XkEyXkFqcGc@._V1_.jpg
162,The Elephant Man,1980,8.2,2h 4m,Biography,https://www.imdb.com/title/tt0080678/,https://m.media-amazon.com/images/M/MV5BMGE3MDZhNmMtMmUxZS00MDJmLTgxYmQtOGU4ODU0Y2JmNDI1XkEyXkFqcGc@._V1_.jpg
163,Klaus,2019,8.2,1h 36m,Animation,https://www.imdb.com/title/tt4729430/,https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_.jpg
164,Dial M for Murder,1954,8.2,1h 45m,Thriller,https://www.imdb.com/title/tt0046912/,https://m.media-amazon.com/images/M/MV5BZmYzNDgzYjgtNmU3Ny00YzUxLWE3OWUtMjIxZmNkYTVhNDZmXkEyXkFqcGc@._V1_.jpg
165,Gone with the Wind,1939,8.2,3h 58m,Drama,https://www.imdb.com/title/tt0031381/,https://m.media-amazon.com/images/M/MV5BYmYxZTE3YzMtYmE2Yy00NmFlLTkzYTAtYTAzN2IzNDFkN2E0XkEyXkFqcGc@._V1_.jpg
166,The Secret in Their Eyes,2009,8.2,2h 9m,Thriller,https://www.imdb.com/title/tt1305806/,https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg
167,Chinatown,1974,8.1,2h 10m,Crime,https://www.imdb.com/title/tt0071315/,https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_.jpg
168,Lock Stock and Two Smoking Barrels,1998,8.1,1h 47m,Crime,https://www.imdb.com/title/tt0120735/,https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_.jpg
169,V for Vendetta,2005,8.1,2h 12m,Action,https://www.imdb.com/title/tt0434409/,https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_.jpg
170,Rashomon,1950,8.1,1h 28m,Drama,https://www.imdb.com/title/tt0042876/,https://m.media-amazon.com/images/M/MV5BZDlkYjViMDAtYjkxNy00ZDk1LWE5MmUtNDc4NDU3ZWJmOTYzXkEyXkFqcGc@._V1_.jpg
171,Inside Out,2015,8.1,1h 35m,Animation,https://www.imdb.com/title/tt2096673/,https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_.jpg
172,Demon Slayer: Kimetsu no Yaiba- The Movie - Infinity Castle,2025,8.5,2h 35m,Animation,https://www.imdb.com/title/tt32820897/,https://m.media-amazon.com/images/M/MV5BOGQ3YWUzYjEtMTJiYy00ZjQ0LWI0YjktYjhiNGVhNGExYTM3XkEyXkFqcGc@._V1_.jpg
173,Catch Me If You Can,2002,8.1,2h 21m,Biography,https://www.imdb.com/title/tt0264464/,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg
174,Three Billboards Outside Ebbing -Missouri,2017,8.1,1h 55m,Crime,https://www.imdb.com/title/tt5027774/,https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_.jpg
175,Trainspotting,1996,8.1,1h 33m,Drama,https://www.imdb.com/title/tt0117951/,https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_.jpg
176,The Bridge on the River Kwai,1957,8.1,2h 41m,War,https://www.imdb.com/title/tt0050212/,https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_.jpg
177,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,2h 10m,Adventure,https://www.imdb.com/title/tt1201607/,https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_.jpg
178,Raging Bull,1980,8.1,2h 9m,Biography,https://www.imdb.com/title/tt0081398/,https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00YzA0LWE2NmMtZTg3Y2JkMjEzMTJjXkEyXkFqcGc@._V1_.jpg
179,Fargo,1996,8.1,1h 38m,Crime,https://www.imdb.com/title/tt0116282/,https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_.jpg
180,The Wild Robot,2024,8.2,1h 42m,Animation,https://www.imdb.com/title/tt29623480/,https://m.media-amazon.com/images/M/MV5BZWNiZjVlZTUtNGUwYi00MjJmLTg2MDctNWEzYTJiMzY1ODc4XkEyXkFqcGc@._V1_.jpg
181,Warrior,2011,8.1,2h 20m,Drama,https://www.imdb.com/title/tt1291584/,https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg
182,Dead Poets Society,1989,8.1,2h 8m,Drama,https://www.imdb.com/title/tt0097165/,https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg
183,Million Dollar Baby,2004,8.1,2h 12m,Drama,https://www.imdb.com/title/tt0405159/,https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg
184,Ben-Hur,1959,8.1,3h 32m,Adventure,https://www.imdb.com/title/tt0052618/,https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_.jpg
185,Mad Max: Fury Road,2015,8.1,2h 0m,Action,https://www.imdb.com/title/tt1392190/,https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_.jpg
186,Gran Torino,2008,8.1,1h 56m,Drama,https://www.imdb.com/title/tt1205489/,https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_.jpg
187,Barry Lyndon,1975,8.1,3h 5m,Drama,https://www.imdb.com/title/tt0072684/,https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTk5NDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@._V1_.jpg
188,My Neighbor Totoro,1988,8.1,1h 26m,Animation,https://www.imdb.com/title/tt0096283/,https://m.media-amazon.com/images/M/MV5BYWM3MDE3YjEtMzIzZC00ODE5LTgxNTItNmUyMTBkM2M2NmNiXkEyXkFqcGc@._V1_.jpg
189,Children of Heaven,1997,8.2,1h 29m,Drama,https://www.imdb.com/title/tt0118849/,https://m.media-amazon.com/images/M/MV5BZWZlMjNhNzgtZGRhOS00Y2U5LThjOTctODNjZTI0ZTBiYzBhXkEyXkFqcGc@._V1_.jpg
190,Hacksaw Ridge,2016,8.1,2h 19m,Biography,https://www.imdb.com/title/tt2119532/,https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_.jpg
191,The Grand Budapest Hotel,2014,8.1,1h 39m,Comedy,https://www.imdb.com/title/tt2278388/,https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_.jpg
192,12 Years a Slave,2013,8.1,2h 14m,Biography,https://www.imdb.com/title/tt2024544/,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg
193,Before Sunrise,1995,8.1,1h 41m,Romance,https://www.imdb.com/title/tt0112471/,https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_.jpg
194,Blade Runner,1982,8.1,1h 57m,Sci-Fi,https://www.imdb.com/title/tt0083658/,https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_.jpg
195,Spider-Man: No Way Home,2021,8.2,2h 28m,Action,https://www.imdb.com/title/tt10872600/,https://m.media-amazon.com/images/M/MV5BMmFiZGZjMmEtMTA0Ni00MzA2LTljMTYtZGI2MGJmZWYzZTQ2XkEyXkFqcGc@._V1_.jpg
196,Memories of Murder,2003,8.1,2h 12m,Crime,https://www.imdb.com/title/tt0353969/,https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_.jpg
197,Ratatouille,2007,8.1,1h 51m,Animation,https://www.imdb.com/title/tt0382932/,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_.jpg
198,Gone Girl,2014,8.1,2h 29m,Thriller,https://www.imdb.com/title/tt2267998/,https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg
199,How to Train Your Dragon,2010,8.1,1h 38m,Animation,https://www.imdb.com/title/tt0892769/,https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg
200,Monsters Inc.,2001,8.1,1h 32m,Animation,https://www.imdb.com/title/tt0198781/,https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg
201,Jaws,1975,8.1,2h 4m,Thriller,https://www.imdb.com/title/tt0073195/,https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_.jpg
202,In the Name of the Father,1993,8.1,2h 13m,Biography,https://www.imdb.com/title/tt0107207/,https://m.media-amazon.com/images/M/MV5BMGZiZDVjNzYtZWM4ZC00MzVkLThhNDEtMDJlOTBhYzVjMmNhXkEyXkFqcGc@._V1_.jpg
203,Ford v Ferrari,2019,8.1,2h 32m,Biography,https://www.imdb.com/title/tt1950186/,https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_.jpg
204,Wild Tales,2014,8.1,2h 2m,Comedy,https://www.imdb.com/title/tt3011894/,https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_.jpg
205,The Gold Rush,1925,8.1,1h 35m,Comedy,https://www.imdb.com/title/tt0015864/,https://m.media-amazon.com/images/M/MV5BNGU1NjYzYTAtZmY0YS00NWIzLTkzNzUtYzc2ZTIyOTIxZjVhXkEyXkFqcGc@._V1_.jpg
206,Sherlock Jr.,1924,8.1,45m,Comedy,https://www.imdb.com/title/tt0015324/,https://m.media-amazon.com/images/M/MV5BMjQzM2E2NjYtYmRjMC00ZmVlLTljZTgtNmQ5MGZlNDYyZTc5XkEyXkFqcGc@._V1_.jpg
207,Mary and Max,2009,8.1,1h 32m,Animation,https://www.imdb.com/title/tt0978762/,https://m.media-amazon.com/images/M/MV5BNzY2Mjc4NjMtNGY4Mi00NzM5LTk3ZTQtN2VkNzVkMzRmM2Y2XkEyXkFqcGc@._V1_.jpg
208,The Deer Hunter,1978,8.1,3h 3m,War,https://www.imdb.com/title/tt0077416/,https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_.jpg
209,The Wages of Fear,1953,8.1,2h 36m,Thriller,https://www.imdb.com/title/tt0046268/,https://m.media-amazon.com/images/M/MV5BMDdhOGMwODQtZGM2MS00NGQxLWEyZDMtOTkzMjFjYjI3ZmM2XkEyXkFqcGc@._V1_.jpg
210,The General,1926,8.1,1h 18m,Comedy,https://www.imdb.com/title/tt0017925/,https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_.jpg
